id,alias,name,image_url,is_closed,url,review_count,categories,rating,coordinates,transactions,price,location,phone,display_phone,distance
kYb2q4Li8Cw2PY_I9lCJOw,chez-janou-paris,Chez Janou,https://s3-media3.fl.yelpcdn.com/bphoto/jWVJsNzAgVCyd99kDIIlWw/o.jpg,False,https://www.yelp.com/biz/chez-janou-paris?adjust_creative=lWGeH-LEHLA63JYPiK7UGw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=lWGeH-LEHLA63JYPiK7UGw,570,"[{'alias': 'bistros', 'title': 'Bistros'}, {'alias': 'provencal', 'title': 'Provencal'}]",4.0,"{'latitude': 48.8566952430158, 'longitude': 2.36717752386277}",[],€€,"{'address1': '2 rue Roger Verlomme', 'address2': '', 'address3': '', 'city': 'Paris', 'zip_code': '75003', 'country': 'FR', 'state': '75', 'display_address': ['2 rue Roger Verlomme', '75003 Paris', 'France']}",+33142722841,+33 1 42 72 28 41,1922.3345786490104
KglDmt_BDOEqmBjJ8X2bPQ,le-relais-de-l-entrecôte-paris-3,Le Relais de l’Entrecôte,https://s3-media4.fl.yelpcdn.com/bphoto/u3nhpVWSXI1w0qfbudAc1Q/o.jpg,False,https://www.yelp.com/biz/le-relais-de-l-entrec%C3%B4te-paris-3?adjust_creative=lWGeH-LEHLA63JYPiK7UGw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=lWGeH-LEHLA63JYPiK7UGw,549,"[{'alias': 'steak', 'title': 'Steakhouses'}]",4.0,"{'latitude': 48.86808, 'longitude': 2.30295}",[],€€€,"{'address1': '15 rue Marbeuf', 'address2': None, 'address3': None, 'city': 'Paris', 'zip_code': '75008', 'country': 'FR', 'state': '75', 'display_address': ['15 rue Marbeuf', '75008 Paris', 'France']}",+33149520717,+33 1 49 52 07 17,2946.9230410857513
vCy73lpmXz0Pa4BuEyPzUg,maison-rouge-paris,Maison Rouge,https://s3-media2.fl.yelpcdn.com/bphoto/0j5THO-PPH4-HV_yWHP2vQ/o.jpg,False,https://www.yelp.com/biz/maison-rouge-paris?adjust_creative=lWGeH-LEHLA63JYPiK7UGw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=lWGeH-LEHLA63JYPiK7UGw,34,"[{'alias': 'brasseries', 'title': 'Brasseries'}]",3.5,"{'latitude': 48.8604393, 'longitude': 2.346665}",[],€,"{'address1': '12-14 rue de la Ferronnerie', 'address2': '', 'address3': None, 'city': 'Paris', 'zip_code': '75001', 'country': 'FR', 'state': '75', 'display_address': ['12-14 rue de la Ferronnerie', '75001 Paris', 'France']}",+33142211933,+33 1 42 21 19 33,371.1272458340162
v5Noospim4MQhncZRpCuCA,le-petit-marché-paris-6,Le Petit Marché,https://s3-media3.fl.yelpcdn.com/bphoto/StFf6q_7jAad0_RxC22fXg/o.jpg,False,https://www.yelp.com/biz/le-petit-march%C3%A9-paris-6?adjust_creative=lWGeH-LEHLA63JYPiK7UGw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=lWGeH-LEHLA63JYPiK7UGw,99,"[{'alias': 'french', 'title': 'French'}]",4.5,"{'latitude': 48.857267, 'longitude': 2.366041}",[],€€€,"{'address1': '9 rue Béarn', 'address2': None, 'address3': None, 'city': 'Paris', 'zip_code': '75003', 'country': 'FR', 'state': '75', 'display_address': ['9 rue Béarn', '75003 Paris', 'France']}",+33142720667,+33 1 42 72 06 67,1824.1128632263924
LwRrembo4omcYIColDl12A,enza-et-famiglia-trattoria-pasta-paris,Enza & Famiglia Trattoria Pasta,https://s3-media2.fl.yelpcdn.com/bphoto/2Y9g49yLSzu9IL-gde6thA/o.jpg,False,https://www.yelp.com/biz/enza-et-famiglia-trattoria-pasta-paris?adjust_creative=lWGeH-LEHLA63JYPiK7UGw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=lWGeH-LEHLA63JYPiK7UGw,50,"[{'alias': 'italian', 'title': 'Italian'}]",4.5,"{'latitude': 48.8609426, 'longitude': 2.3433822}",[],€€,"{'address1': '89 rue Saint-Honoré', 'address2': '', 'address3': '', 'city': 'Paris', 'zip_code': '75001', 'country': 'FR', 'state': '75', 'display_address': ['89 rue Saint-Honoré', '75001 Paris', 'France']}",+33140410625,+33 1 40 41 06 25,144.62722981220017
2qzLbDM1dkpsKyyCXAEXWw,guy-savoy-paris-3,Guy Savoy,https://s3-media2.fl.yelpcdn.com/bphoto/bnxbAb_aPSALDBxymsxEHQ/o.jpg,False,https://www.yelp.com/biz/guy-savoy-paris-3?adjust_creative=lWGeH-LEHLA63JYPiK7UGw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=lWGeH-LEHLA63JYPiK7UGw,85,"[{'alias': 'french', 'title': 'French'}]",4.5,"{'latitude': 48.857, 'longitude': 2.3386999}",[],€€€€,"{'address1': 'Monnaie de Paris', 'address2': '11 quai de Conti', 'address3': '', 'city': 'Paris', 'zip_code': '75006', 'country': 'FR', 'state': '75', 'display_address': ['Monnaie de Paris', '11 quai de Conti', '75006 Paris', 'France']}",+33143804061,+33 1 43 80 40 61,590.7696513609623
9Ju4NtzKkV1kXqlDHq5nUg,café-louise-paris-4,Café Louise,https://s3-media3.fl.yelpcdn.com/bphoto/SJYSXqIHvv-oFXQY9_9gMw/o.jpg,False,https://www.yelp.com/biz/caf%C3%A9-louise-paris-4?adjust_creative=lWGeH-LEHLA63JYPiK7UGw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=lWGeH-LEHLA63JYPiK7UGw,63,"[{'alias': 'tea', 'title': 'Tea Rooms'}, {'alias': 'brasseries', 'title': 'Brasseries'}]",4.5,"{'latitude': 48.86267, 'longitude': 2.33941}",[],€€,"{'address1': '8 rue Croix des Petits Champs', 'address2': '', 'address3': '', 'city': 'Paris', 'zip_code': '75001', 'country': 'FR', 'state': '75', 'display_address': ['8 rue Croix des Petits Champs', '75001 Paris', 'France']}",+33142602244,+33 1 42 60 22 44,204.099721549378
Mv_tdcgeN9Ox2Jju-ai0vA,brasserie-dubillot-paris-3,Brasserie Dubillot,https://s3-media1.fl.yelpcdn.com/bphoto/0rTk5NYjQq-KixPpoZA-zQ/o.jpg,False,https://www.yelp.com/biz/brasserie-dubillot-paris-3?adjust_creative=lWGeH-LEHLA63JYPiK7UGw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=lWGeH-LEHLA63JYPiK7UGw,7,"[{'alias': 'brasseries', 'title': 'Brasseries'}, {'alias': 'french', 'title': 'French'}]",4.0,"{'latitude': 48.86809, 'longitude': 2.35193}",[],"{'address1': '222 Rue Saint-Denis', 'address2': '', 'address3': None, 'city': 'Paris', 'zip_code': '75002', 'country': 'FR', 'state': '', 'display_address': ['222 Rue Saint-Denis', '75002 Paris', 'France']}",+33188615124,+33 1 88 61 51 24,990.4450141751361
H45IsXGTW0XjG0-yRlGPJg,la-cave-gourmande-paris-2,La Cave Gourmande,https://s3-media1.fl.yelpcdn.com/bphoto/Rtzu3NrVg0gyy2QazOcwFw/o.jpg,False,https://www.yelp.com/biz/la-cave-gourmande-paris-2?adjust_creative=lWGeH-LEHLA63JYPiK7UGw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=lWGeH-LEHLA63JYPiK7UGw,368,"[{'alias': 'bistros', 'title': 'Bistros'}]",4.5,"{'latitude': 48.884499, 'longitude': 2.339847}",[],€€€,"{'address1': '96 rue des Martyrs', 'address2': '', 'address3': '', 'city': 'Paris', 'zip_code': '75018', 'country': 'FR', 'state': '75', 'display_address': ['96 rue des Martyrs', '75018 Paris', 'France']}",+33146061034,+33 1 46 06 10 34,2512.0169937784594
cSw70yMlnM0eeYo2b-WRGA,la-french-guinguette-paris,La French Guinguette,https://s3-media4.fl.yelpcdn.com/bphoto/oAfONH1gOWIx00Zc_Yb7lQ/o.jpg,False,https://www.yelp.com/biz/la-french-guinguette-paris?adjust_creative=lWGeH-LEHLA63JYPiK7UGw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=lWGeH-LEHLA63JYPiK7UGw,15,"[{'alias': 'cocktailbars', 'title': 'Cocktail Bars'}, {'alias': 'french', 'title': 'French'}]",4.5,"{'latitude': 48.8617418954553, 'longitude': 2.35155543990315}",[],€€,"{'address1': '58 rue Rambuteau', 'address2': '', 'address3': None, 'city': 'Paris', 'zip_code': '75004', 'country': 'FR', 'state': '75', 'display_address': ['58 rue Rambuteau', '75004 Paris', 'France']}",,,688.612025933929
BuJnfWI86tTxFUon071EKg,brasserie-bellanger-paris,Brasserie Bellanger,https://s3-media2.fl.yelpcdn.com/bphoto/0IQnl-_mp6Tf9VwHEG_rIQ/o.jpg,False,https://www.yelp.com/biz/brasserie-bellanger-paris?adjust_creative=lWGeH-LEHLA63JYPiK7UGw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=lWGeH-LEHLA63JYPiK7UGw,13,"[{'alias': 'french', 'title': 'French'}]",5.0,"{'latitude': 48.88105341830032, 'longitude': 2.350455466608031}",[],"{'address1': '140 rue du Faubourg Poissonnière', 'address2': '', 'address3': None, 'city': 'Paris', 'zip_code': '75010', 'country': 'FR', 'state': '01', 'display_address': ['140 rue du Faubourg Poissonnière', '75010 Paris', 'France']}",+33954009965,+33 9 54 00 99 65,2208.4725078729
YRMHyCvqMz_lLgpqjNj_tw,la-droguerie-du-marais-paris,La Droguerie du Marais,https://s3-media2.fl.yelpcdn.com/bphoto/Qwuuxx4Ulyd025hlv71rPA/o.jpg,False,https://www.yelp.com/biz/la-droguerie-du-marais-paris?adjust_creative=lWGeH-LEHLA63JYPiK7UGw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=lWGeH-LEHLA63JYPiK7UGw,218,"[{'alias': 'creperies', 'title': 'Creperies'}]",4.5,"{'latitude': 48.85789, 'longitude': 2.35797}",[],€,"{'address1': '56 rue des Rosiers', 'address2': '', 'address3': '', 'city': 'Paris', 'zip_code': '75004', 'country': 'FR', 'state': '75', 'display_address': ['56 rue des Rosiers', '75004 Paris', 'France']}",,,1248.4868955927175
qz7R7oLeEEfvKOlWCxqMVw,les-philosophes-paris,Les Philosophes,https://s3-media3.fl.yelpcdn.com/bphoto/dPshyE7ZO6Uh2ntCZQRcoQ/o.jpg,False,https://www.yelp.com/biz/les-philosophes-paris?adjust_creative=lWGeH-LEHLA63JYPiK7UGw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=lWGeH-LEHLA63JYPiK7UGw,358,"[{'alias': 'bistros', 'title': 'Bistros'}]",4.0,"{'latitude': 48.857332, 'longitude': 2.357493}",[],€€,"{'address1': '28 rue Vieille du Temple', 'address2': '', 'address3': '', 'city': 'Paris', 'zip_code': '75004', 'country': 'FR', 'state': '75', 'display_address': ['28 rue Vieille du Temple', '75004 Paris', 'France']}",+33148874964,+33 1 48 87 49 64,1234.8543073234268
4qTUBV_TXHVZRctoZwr1bg,les-artizans-paris,Les Artizans,https://s3-media2.fl.yelpcdn.com/bphoto/p_l7vw098IWHa8To9u-clw/o.jpg,False,https://www.yelp.com/biz/les-artizans-paris?adjust_creative=lWGeH-LEHLA63JYPiK7UGw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=lWGeH-LEHLA63JYPiK7UGw,27,"[{'alias': 'cakeshop', 'title': 'Patisserie/Cake Shop'}, {'alias': 'bistros', 'title': 'Bistros'}]",4.5,"{'latitude': 48.863763, 'longitude': 2.346643}",[],€€,"{'address1': '30 rue de Montorgueil', 'address2': '', 'address3': '', 'city': 'Paris', 'zip_code': '75001', 'country': 'FR', 'state': '75', 'display_address': ['30 rue de Montorgueil', '75001 Paris', 'France']}",+33140284474,+33 1 40 28 44 74,385.205000315054
zSZ5-zMnusVLLEPOaJasSQ,au-petit-village-paris,Au Petit Village,https://s3-media3.fl.yelpcdn.com/bphoto/NWStTdTLwlZCcOyi97A0Sw/o.jpg,False,https://www.yelp.com/biz/au-petit-village-paris?adjust_creative=lWGeH-LEHLA63JYPiK7UGw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=lWGeH-LEHLA63JYPiK7UGw,12,"[{'alias': 'french', 'title': 'French'}]",5.0,"{'latitude': 48.8332625215691, 'longitude': 2.35616696743751}",[],"{'address1': '06 rue Coypel', 'address2': None, 'address3': None, 'city': 'Paris', 'zip_code': '75013', 'country': 'FR', 'state': '75', 'display_address': ['06 rue Coypel', '75013 Paris', 'France']}",+33143370857,+33 1 43 37 08 57,3351.6980033281498
MN-I5rJBYAZwp2jeHXs_JQ,l-alsacien-paris,L'Alsacien,https://s3-media3.fl.yelpcdn.com/bphoto/Um1ianYa4Ja71KXQyg1g9Q/o.jpg,False,https://www.yelp.com/biz/l-alsacien-paris?adjust_creative=lWGeH-LEHLA63JYPiK7UGw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=lWGeH-LEHLA63JYPiK7UGw,67,"[{'alias': 'beerbar', 'title': 'Beer Bar'}, {'alias': 'wine_bars', 'title': 'Wine Bars'}, {'alias': 'alsatian', 'title': 'Alsatian'}]",4.5,"{'latitude': 48.8582259709568, 'longitude': 2.35042658065285}",[],€€,"{'address1': '6 rue Saint-Bon', 'address2': '', 'address3': '', 'city': 'Paris', 'zip_code': '75004', 'country': 'FR', 'state': '75', 'display_address': ['6 rue Saint-Bon', '75004 Paris', 'France']}",+33142776422,+33 1 42 77 64 22,734.2051494950618
u0lE065YXe5sKcDiAzJcHg,heureux-comme-alexandre-paris-3,Heureux Comme Alexandre,https://s3-media2.fl.yelpcdn.com/bphoto/-7NpEcEZGdcZNUOq9mlLaw/o.jpg,False,https://www.yelp.com/biz/heureux-comme-alexandre-paris-3?adjust_creative=lWGeH-LEHLA63JYPiK7UGw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=lWGeH-LEHLA63JYPiK7UGw,121,"[{'alias': 'fondue', 'title': 'Fondue'}]",4.5,"{'latitude': 48.85178, 'longitude': 2.34472}",[],€€,"{'address1': '24 rue Parcheminerie', 'address2': '', 'address3': '', 'city': 'Paris', 'zip_code': '75005', 'country': 'FR', 'state': '75', 'display_address': ['24 rue Parcheminerie', '75005 Paris', 'France']}",+33143264966,+33 1 43 26 49 66,1147.345328423919
ML5YEWSl3K-5-2vO35RVpQ,brasserie-de-la-bourse-paris,Brasserie de la Bourse,https://s3-media1.fl.yelpcdn.com/bphoto/SEyg564ZzA_NEBI7wIjm9w/o.jpg,False,https://www.yelp.com/biz/brasserie-de-la-bourse-paris?adjust_creative=lWGeH-LEHLA63JYPiK7UGw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=lWGeH-LEHLA63JYPiK7UGw,13,"[{'alias': 'french', 'title': 'French'}, {'alias': 'brasseries', 'title': 'Brasseries'}]",4.0,"{'latitude': 48.86289, 'longitude': 2.34125}",[],€€,"{'address1': '27 Rue Jean Jacques Rousseau', 'address2': '', 'address3': '', 'city': 'Paris', 'zip_code': '75001', 'country': 'FR', 'state': '75', 'display_address': ['27 Rue Jean Jacques Rousseau', '75001 Paris', 'France']}",+33142367666,+33 1 42 36 76 66,122.63552847385606
dxcHp_NAnO2e_BvR_pY4Nw,janine-loves-sunday-paris,Janine loves Sunday,https://s3-media1.fl.yelpcdn.com/bphoto/kq0bLQQSFKSeVtYPZUSrxg/o.jpg,False,https://www.yelp.com/biz/janine-loves-sunday-paris?adjust_creative=lWGeH-LEHLA63JYPiK7UGw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=lWGeH-LEHLA63JYPiK7UGw,60,"[{'alias': 'brasseries', 'title': 'Brasseries'}, {'alias': 'vegan', 'title': 'Vegan'}]",4.5,"{'latitude': 48.865794, 'longitude': 2.344502}",[],€€,"{'address1': '49 rue Montmartre', 'address2': '', 'address3': None, 'city': 'Paris', 'zip_code': '75002', 'country': 'FR', 'state': '75', 'display_address': ['49 rue Montmartre', '75002 Paris', 'France']}",+33140265680,+33 1 40 26 56 80,459.93121891359345
xCkh4Sc0Ih6YAf4hEcrqQA,le-comptoir-paris-12,Le Comptoir,https://s3-media1.fl.yelpcdn.com/bphoto/DEg2akvtrV59mfLdD1mOfg/o.jpg,False,https://www.yelp.com/biz/le-comptoir-paris-12?adjust_creative=lWGeH-LEHLA63JYPiK7UGw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=lWGeH-LEHLA63JYPiK7UGw,125,"[{'alias': 'bistros', 'title': 'Bistros'}, {'alias': 'cafes', 'title': 'Cafes'}]",4.5,"{'latitude': 48.8295898, 'longitude': 2.33391}",[],€€,"{'address1': '18 avenue René Coty', 'address2': '', 'address3': '', 'city': 'Paris', 'zip_code': '75014', 'country': 'FR', 'state': '75', 'display_address': ['18 avenue René Coty', '75014 Paris', 'France']}",+33143226191,+33 1 43 22 61 91,3652.4562128672605
zhHxYO0gH9Gh53D_J8XeOQ,l-auberge-café-paris-2,L'Auberge Café,https://s3-media2.fl.yelpcdn.com/bphoto/a_5Yq0vd2aDUqzClK4rXsw/o.jpg,False,https://www.yelp.com/biz/l-auberge-caf%C3%A9-paris-2?adjust_creative=lWGeH-LEHLA63JYPiK7UGw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=lWGeH-LEHLA63JYPiK7UGw,36,"[{'alias': 'french', 'title': 'French'}]",4.0,"{'latitude': 48.85833, 'longitude': 2.3446}",[],€€,"{'address1': '4 rue Bertin Poirée', 'address2': '', 'address3': '', 'city': 'Paris', 'zip_code': '75001', 'country': 'FR', 'state': '75', 'display_address': ['4 rue Bertin Poirée', '75001 Paris', 'France']}",+33143290122,+33 1 43 29 01 22,441.5633474916829
Hxqo84j1PWvo0-HizpHsuA,l-îlot-paris-2,L'îlot,https://s3-media2.fl.yelpcdn.com/bphoto/8L1Bi7fWygJ0ysKQ8frtPw/o.jpg,False,https://www.yelp.com/biz/l-%C3%AElot-paris-2?adjust_creative=lWGeH-LEHLA63JYPiK7UGw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=lWGeH-LEHLA63JYPiK7UGw,64,"[{'alias': 'seafood', 'title': 'Seafood'}]",4.5,"{'latitude': 48.8647842407227, 'longitude': 2.36330199241638}",[],€€,"{'address1': '4 rue de la Corderie', 'address2': '', 'address3': '', 'city': 'Paris', 'zip_code': '75003', 'country': 'FR', 'state': '75', 'display_address': ['4 rue de la Corderie', '75003 Paris', 'France']}",+33695128661,+33 6 95 12 86 61,1579.0082849816222
4UO8M5flLUR5-TxGdSma0Q,les-papilles-paris-2,Les Papilles,https://s3-media4.fl.yelpcdn.com/bphoto/fY9WjrMdU6Fn9DmX3uFUcg/o.jpg,False,https://www.yelp.com/biz/les-papilles-paris-2?adjust_creative=lWGeH-LEHLA63JYPiK7UGw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=lWGeH-LEHLA63JYPiK7UGw,254,"[{'alias': 'wine_bars', 'title': 'Wine Bars'}, {'alias': 'bistros', 'title': 'Bistros'}]",4.5,"{'latitude': 48.84461, 'longitude': 2.34174}",[],€€€,"{'address1': '30 rue Gay-Lussac', 'address2': None, 'address3': None, 'city': 'Paris', 'zip_code': '75005', 'country': 'FR', 'state': '75', 'display_address': ['30 rue Gay-Lussac', '75005 Paris', 'France']}",+33143252079,+33 1 43 25 20 79,1936.8267615430166
005OAKLymX9LqwM5vCiA1Q,le-machon-paris,Le Machon,https://s3-media3.fl.yelpcdn.com/bphoto/RL_EurUKFxbvCxVklvEmqg/o.jpg,False,https://www.yelp.com/biz/le-machon-paris?adjust_creative=lWGeH-LEHLA63JYPiK7UGw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=lWGeH-LEHLA63JYPiK7UGw,4,"[{'alias': 'restaurants', 'title': 'Restaurants'}]",5.0,"{'latitude': 48.8620888, 'longitude': 2.3661881}",[],€€,"{'address1': '16 Rue Commines', 'address2': None, 'address3': None, 'city': 'Paris', 'zip_code': '75003', 'country': 'FR', 'state': '75', 'display_address': ['16 Rue Commines', '75003 Paris', 'France']}",+33142745709,+33 1 42 74 57 09,1758.659234137467
TYDSdXOJU-07rZgRFdZYEA,bien-élevé-paris,Bien Élevé,https://s3-media1.fl.yelpcdn.com/bphoto/s1sjXezm_3QN_VfeR4-cmA/o.jpg,False,https://www.yelp.com/biz/bien-%C3%A9lev%C3%A9-paris?adjust_creative=lWGeH-LEHLA63JYPiK7UGw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=lWGeH-LEHLA63JYPiK7UGw,12,"[{'alias': 'bbq', 'title': 'Barbeque'}, {'alias': 'french', 'title': 'French'}]",4.5,"{'latitude': 48.8740408400062, 'longitude': 2.34274864196777}",[],€€,"{'address1': '47 rue Richer', 'address2': '', 'address3': None, 'city': 'Paris', 'zip_code': '75009', 'country': 'FR', 'state': '75', 'display_address': ['47 rue Richer', '75009 Paris', 'France']}",+33145814435,+33 1 45 81 44 35,1344.2000938138335
oBry7omEm5kavp_l86AjCA,khajuraho-paris,Khajuraho,https://s3-media1.fl.yelpcdn.com/bphoto/WKFYGBlwSoA36szPtRQQnw/o.jpg,False,https://www.yelp.com/biz/khajuraho-paris?adjust_creative=lWGeH-LEHLA63JYPiK7UGw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=lWGeH-LEHLA63JYPiK7UGw,22,"[{'alias': 'indpak', 'title': 'Indian'}]",5.0,"{'latitude': 48.861542, 'longitude': 2.310126}",[],"{'address1': '14 bd de la Tour Maubourg', 'address2': None, 'address3': '', 'city': 'Paris', 'zip_code': '75007', 'country': 'FR', 'state': '75', 'display_address': ['14 bd de la Tour Maubourg', '75007 Paris', 'France']}",+33142732918,+33 1 42 73 29 18,2342.938967141968
lBueZXrEbdSdvujDlQUB-w,le-louchébem-paris-4,Le Louchébem,https://s3-media4.fl.yelpcdn.com/bphoto/pF9Dw8Bd__ZRc1xovFkiug/o.jpg,False,https://www.yelp.com/biz/le-louch%C3%A9bem-paris-4?adjust_creative=lWGeH-LEHLA63JYPiK7UGw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=lWGeH-LEHLA63JYPiK7UGw,191,"[{'alias': 'steak', 'title': 'Steakhouses'}]",4.0,"{'latitude': 48.861556, 'longitude': 2.345424}",[],€€€,"{'address1': '31 rue Berger', 'address2': None, 'address3': None, 'city': 'Paris', 'zip_code': '75001', 'country': 'FR', 'state': '75', 'display_address': ['31 rue Berger', '75001 Paris', 'France']}",+33142331299,+33 1 42 33 12 99,243.80602004479044
j2mUHWVXSKSkEuHJao_wKg,shakespeare-and-company-paris,Shakespeare and Company,https://s3-media4.fl.yelpcdn.com/bphoto/S8ThIH2lRIp4jaBClmFYTQ/o.jpg,False,https://www.yelp.com/biz/shakespeare-and-company-paris?adjust_creative=lWGeH-LEHLA63JYPiK7UGw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=lWGeH-LEHLA63JYPiK7UGw,335,"[{'alias': 'bookstores', 'title': 'Bookstores'}, {'alias': 'cafes', 'title': 'Cafes'}]",4.5,"{'latitude': 48.852658704771, 'longitude': 2.3469621526521}",[],€€,"{'address1': '37 rue de la Bûcherie', 'address2': '', 'address3': '', 'city': 'Paris', 'zip_code': '75005', 'country': 'FR', 'state': '75', 'display_address': ['37 rue de la Bûcherie', '75005 Paris', 'France']}",+33143254093,+33 1 43 25 40 93,1092.4365390078653
XlBCQgnHlYUByBejO8r79g,l-epicure-paris-2,L'Epicure,https://s3-media3.fl.yelpcdn.com/bphoto/1s_nt6c2kxCArZJmjHZuPQ/o.jpg,False,https://www.yelp.com/biz/l-epicure-paris-2?adjust_creative=lWGeH-LEHLA63JYPiK7UGw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=lWGeH-LEHLA63JYPiK7UGw,168,"[{'alias': 'french', 'title': 'French'}, {'alias': 'breakfast_brunch', 'title': 'Breakfast & Brunch'}]",4.5,"{'latitude': 48.871697, 'longitude': 2.314657}",[],€€€€,"{'address1': '112 rue du Faubourg Saint-Honoré', 'address2': '', 'address3': '', 'city': 'Paris', 'zip_code': '75008', 'country': 'FR', 'state': '75', 'display_address': ['112 rue du Faubourg Saint-Honoré', '75008 Paris', 'France']}",+33153434340,+33 1 53 43 43 40,2283.854093006916
RH5bqc88_M4izFoaPoTW0g,la-grange-aux-canards-paris,La Grange aux Canards,https://s3-media3.fl.yelpcdn.com/bphoto/Lim6zV6vnkeiSt3KLDNRLw/o.jpg,False,https://www.yelp.com/biz/la-grange-aux-canards-paris?adjust_creative=lWGeH-LEHLA63JYPiK7UGw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=lWGeH-LEHLA63JYPiK7UGw,22,"[{'alias': 'french', 'title': 'French'}]",4.5,"{'latitude': 48.85058, 'longitude': 2.34901}",[],"{'address1': '23 rue Frédéric Sauton', 'address2': '', 'address3': None, 'city': 'Paris', 'zip_code': '75005', 'country': 'FR', 'state': '75', 'display_address': ['23 rue Frédéric Sauton', '75005 Paris', 'France']}",+33144411409,+33 1 44 41 14 09,1366.4952221834706
ZcmC2dyO-PT_vagdmx3u9g,kitchen-paris-3,Kitchen,https://s3-media2.fl.yelpcdn.com/bphoto/J0N0hyXoNOz-09u3QkLEhA/o.jpg,False,https://www.yelp.com/biz/kitchen-paris-3?adjust_creative=lWGeH-LEHLA63JYPiK7UGw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=lWGeH-LEHLA63JYPiK7UGw,229,"[{'alias': 'breakfast_brunch', 'title': 'Breakfast & Brunch'}, {'alias': 'vegetarian', 'title': 'Vegetarian'}, {'alias': 'juicebars', 'title': 'Juice Bars & Smoothies'}]",4.5,"{'latitude': 48.864506, 'longitude': 2.354586}",[],€€,"{'address1': '74 rue des Gravilliers', 'address2': '', 'address3': '', 'city': 'Paris', 'zip_code': '75003', 'country': 'FR', 'state': '75', 'display_address': ['74 rue des Gravilliers', '75003 Paris', 'France']}",+33952551166,+33 9 52 55 11 66,952.9303870451207
aveslz7waP99LSjW_MnLBw,le-café-paris-5,Le Café,https://s3-media3.fl.yelpcdn.com/bphoto/d2oJ1vOWrEbw6SBw3sej1w/o.jpg,False,https://www.yelp.com/biz/le-caf%C3%A9-paris-5?adjust_creative=lWGeH-LEHLA63JYPiK7UGw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=lWGeH-LEHLA63JYPiK7UGw,63,"[{'alias': 'cafes', 'title': 'Cafes'}]",4.5,"{'latitude': 48.86483, 'longitude': 2.34588}",[],€€,"{'address1': '62 rue Tiquetonne', 'address2': '', 'address3': '', 'city': 'Paris', 'zip_code': '75002', 'country': 'FR', 'state': '75', 'display_address': ['62 rue Tiquetonne', '75002 Paris', 'France']}",+33140390800,+33 1 40 39 08 00,429.81339089351815
